gene_name,bio_process,mol_func,syst_id,G0.05,G0.1,G0.15,G0.2,G0.25,G0.3,N0.05,N0.1,N0.15,N0.2,N0.25,N0.3,P0.05,P0.1,P0.15,P0.2,P0.25,P0.3,S0.05,S0.1,S0.15,S0.2,S0.25,S0.3,L0.05,L0.1,L0.15,L0.2,L0.25,L0.3,U0.05,U0.1,U0.15,U0.2,U0.25,U0.3
ALG14,dolichol-linked oligosaccharide biosynthesis,"transferase activity, transferring glycosyl groups",YBR070C,-0.63,-0.16,-0.5,-0.51,-0.03,0.02,-1.01,-0.27,0.27,0.28,0.29,0.22,-0.01,0.04,0.2,0.45,0.42,0.55,-0.03,-0.2,-0.2,0.01,0.12,0.19,-0.69,-0.45,-0.15,0.02,-0.03,0.22,-0.54,-0.46,-0.33,0.01,-0.08,0.01
LSM4,"nuclear mRNA splicing, via spliceosome*",RNA binding,YER112W,-0.53,-0.22,-0.2,-0.41,-0.02,0.15,-0.97,-0.61,0.23,0.5,0.4,0.24,0.58,0.42,0.55,0.71,0.69,0.27,0.45,0.25,0.54,0.33,0.25,0.27,-0.61,-0.06,-0.12,0.07,0.14,0.27,-1.41,-0.28,0.08,0.32,0.27,0.18
MPA43,biological process unknown,molecular function unknown,YNL249C,-0.25,-0.41,-0.4,-0.28,-0.09,0.07,-0.43,-0.6,0.1,0.13,0.14,0.14,0.01,0.03,0.09,0.21,0.38,0.23,-0.04,0,0.25,-0.11,0.13,0.04,-0.39,-0.14,-0.14,-0.03,0.08,0.28,-0.49,-0.19,-0.14,0.01,0.08,0.1
IMP4,rRNA modification*,rRNA primary transcript binding,YNL075W,-0.28,-0.27,-0.31,-0.44,-0.04,0.27,-1.06,-0.7,-0.1,0.05,0.09,0.1,0.32,0.33,0.38,0.38,0.62,0.57,0.05,-0.12,0.32,0.27,0.27,0.17,-0.67,-0.16,0.13,0.13,0.28,0.43,-1.01,-0.12,0.11,0.4,0.17,0.4
PRP39,"nuclear mRNA splicing, via spliceosome",RNA binding,YML046W,-0.66,-0.38,-0.39,-0.28,-0.18,-0.03,-1.03,-0.63,0.18,0.26,0.17,-0.05,0.1,0.18,0.52,0.7,0.6,0.55,0.29,0.07,0.26,0.15,0.22,0.27,-0.77,-0.11,-0.06,0,0.1,0.2,-0.86,-0.04,0.05,0.16,0.06,0.1
RSR1,bipolar bud site selection*,GTPase activity*,YGR152C,-0.88,-0.72,-0.91,-0.79,-0.24,0.05,-1.29,-0.91,-0.12,0.61,0.51,0.19,-0.02,0.14,0.51,0.49,0.75,0.65,0.14,-0.21,0.15,0.1,0.26,0.17,-1.02,-0.36,0.14,0.19,0.31,0.42,-1.71,-0.49,-0.05,0.27,0.08,0.12
UTP30,35S primary transcript processing,snoRNA binding,YKR060W,-0.61,-0.6,-0.52,-0.53,-0.18,0.14,-1.02,-0.63,0.31,0.6,0.55,0.47,0.12,0.14,0.5,0.52,0.68,0.58,0.07,-0.21,0.3,0.11,0.21,0.14,-0.91,-0.39,-0.31,-0.07,0.15,0.41,-1.36,-0.28,0.11,0.23,0.15,0.41
POL30,nucleotide-excision repair*,DNA polymerase processivity factor activity,YBR088C,-1.3,-0.95,-0.98,-0.61,0,0.24,-0.89,-0.69,-0.01,0.2,0.15,0.35,0.54,0.64,0.65,1.02,1.12,1.27,-0.43,-0.3,-0.01,0.01,0.14,0.22,-0.96,-0.43,-0.06,-0.03,0.06,0.3,-1.95,-0.62,0.17,0.07,0.15,0.2
CPR7,response to stress,unfolded protein binding*,YJR032W,-0.53,-0.43,-0.54,-0.29,-0.03,-0.12,-0.43,-0.14,-0.11,0.13,0.14,0.17,-0.01,0,0.23,0.51,0.52,0.66,0.04,-0.3,-0.02,0.06,0.16,0.2,-0.45,-0.07,-0.1,0.07,0.18,0.18,-1.18,-0.41,-0.04,0.17,0.31,0.32
KRR1,rRNA processing*,molecular function unknown,YCL059C,-0.55,-0.46,-0.53,-0.56,-0.16,0.22,-0.89,-0.88,-0.7,-0.1,0.31,0.15,0.3,0.33,0.47,0.43,0.73,0.69,-0.6,-0.29,0.3,0.19,0.26,0.17,-0.33,-0.08,0,-0.03,0.29,0.29,-1.39,-0.65,0.24,0.1,0.04,0.31
NUP133,mRNA-nucleus export*,structural molecule activity,YKR082W,-0.29,-0.44,-0.18,-0.14,0.11,0.02,-0.38,-0.25,0.03,0.13,0.21,0.28,0.04,0.03,0.29,0.16,0.38,0.56,-0.17,-0.14,0.25,0.19,0.27,0.25,-0.18,-0.07,0.16,0.16,0.11,0.15,-0.62,-0.34,-0.1,0.14,0.06,0.05
,biological process unknown,molecular function unknown,YDR267C,-0.37,-0.27,-0.26,-0.3,0,0.04,-0.56,-0.13,0.15,-0.05,0.09,0.22,-0.11,0.07,0.12,0.27,0.46,0.76,0.12,-0.27,0.18,0.06,0.08,0.1,-0.33,0.02,0.07,0.13,0.21,0.15,-0.57,-0.26,-0.09,0.1,0.1,0.21
CLB4,G2/M transition of mitotic cell cycle*,cyclin-dependent protein kinase regulator activity,YLR210W,-0.54,-0.43,-0.34,-0.19,-0.02,0.03,-0.23,-0.07,0.11,0.21,0.16,0.21,0.1,0.01,0.06,0.27,0.33,0.32,-0.24,-0.11,0.09,0.14,0.26,0.26,-0.42,-0.08,0.12,0.18,0.09,0.27,-1.18,-0.19,-0.14,0.35,0.14,0.19
VPH1,vacuolar acidification*,"hydrogen-transporting ATPase activity, rotational mechanism",YOR270C,-1.12,-0.98,-0.93,-0.8,-0.75,-0.56,0.01,0.06,0.14,-0.05,0,-0.15,-0.06,0.14,0.33,0.67,0.39,0.51,-0.04,0.06,-0.35,-0.17,-0.37,-0.19,-0.49,-0.37,-0.35,-0.01,0.1,-0.16,-1.43,-0.34,-0.51,-0.37,-0.06,0.03
SWI5,G1-specific transcription in mitotic cell cycle,transcriptional activator activity,YDR146C,-0.75,-0.5,-0.59,-0.57,0.01,-0.13,-0.1,-0.16,-0.03,0.21,0.55,0.1,-0.06,0.18,0.36,0.33,0.2,-0.05,-0.41,-0.31,-0.12,-0.01,-0.03,0.02,-0.72,-0.55,-0.01,-0.06,-0.06,-0.05,-0.71,-0.33,-0.12,-0.03,0.04,-0.15
CDC45,DNA replication initiation*,DNA binding,YLR103C,-0.69,-0.61,-0.76,-0.5,-0.09,0.03,-0.27,-0.15,0.09,0.19,0.17,0.01,-0.18,0.19,0.32,0.42,0.53,0.4,-0.51,-0.08,0.14,0.06,0.11,0.04,-0.67,-0.41,-0.05,-0.04,0.03,0.11,-0.86,-0.47,-0.04,-0.08,-0.09,-0.02
VRG4,protein amino acid N-linked glycosylation*,nucleotide-sugar transporter activity,YGL225W,-1.51,-1.22,-1.21,-0.73,-0.31,-0.21,-0.58,-0.01,-0.3,0.17,0.09,-0.15,-0.56,-0.12,0.16,0.77,0.78,0.85,-1.18,-0.35,-0.23,-0.27,-0.34,0.09,-1.31,-0.98,-0.51,-0.3,-0.14,0.02,-1.82,-0.45,-0.38,-0.15,-0.09,0.14
HTB2,chromatin assembly or disassembly,DNA binding,YBL002W,-1.23,-1.01,-0.9,-0.46,0.2,0.15,-1.22,-0.41,-0.01,0.45,0.22,0.53,-0.46,-0.09,0.27,0.84,0.91,1.12,-1.06,-0.7,-0.15,0,-0.13,0.16,-0.78,-0.64,-0.13,-0.16,-0.15,-0.32,-1.81,-0.78,-0.33,-0.34,0.02,-0.09
,,,YLR112W,-1.7,-1.11,-1.2,-0.78,-0.04,0.3,-1.24,-0.45,-0.04,0.07,0.41,0.48,-1.13,-0.48,0.13,0.51,0.73,0.97,-1.32,-0.59,-0.11,0.13,0.18,0.49,-2.49,-1.71,-1.15,-0.63,-0.27,-0.01,-2.42,-1.77,-1.31,-0.56,-0.56,-0.16
NUP82,mRNA-nucleus export*,structural molecule activity,YJL061W,-0.71,-0.7,-0.33,-0.28,-0.15,-0.04,-0.8,-0.48,0,0.08,0,-0.02,-0.08,-0.03,0.37,0.52,0.69,0.87,-0.07,-0.33,-0.2,-0.05,-0.05,0.1,-0.85,-0.4,-0.25,-0.18,-0.15,0.04,-1.63,-0.49,-0.34,-0.07,-0.11,0.14
POL5,rRNA transcription,molecular function unknown*,YEL055C,-0.6,-0.57,-0.5,-0.48,-0.16,0.06,-0.18,-0.33,-0.21,-0.14,-0.04,0.09,0.32,0.31,0.25,0.44,0.52,0.56,0.45,-0.12,-0.04,-0.08,-0.01,0.03,-0.41,-0.29,-0.16,-0.13,0.04,0,-0.69,-0.56,-0.22,-0.14,-0.08,0.05
OGG1,DNA repair*,purine-specific oxidized base lesion DNA N-glycosylase activity,YML060W,-0.69,-0.94,-0.93,-0.77,-0.19,-0.02,-0.23,-0.19,-0.26,-0.16,0.14,-0.01,-0.06,0.1,0.36,0.24,0.59,0.73,-0.05,-0.78,-0.2,-0.25,-0.14,-0.15,-0.55,-0.63,-0.22,-0.26,-0.17,-0.04,-0.56,-0.56,-0.25,-0.25,-0.08,-0.08
,biological process unknown,molecular function unknown,YMR259C,-0.48,-0.52,-0.3,-0.3,-0.05,0.19,-0.49,-0.19,0.09,-0.06,-0.05,0.15,0.48,0.3,0.55,0.47,0.58,0.87,-0.22,-0.35,-0.08,-0.04,-0.31,0.1,-0.39,-0.3,0.01,-0.12,0.01,0.07,-0.55,-0.3,-0.27,-0.17,0.16,0.18
RAS1,Ras protein signal transduction*,GTPase activity,YOR101W,-0.97,-0.89,-0.94,-0.89,0.04,0.38,-0.63,-0.24,-0.02,-0.22,-0.09,0.22,0.56,0.62,0.92,0.91,1.31,1.06,-0.68,-0.16,-0.3,-0.17,-0.06,-0.15,-1.17,-0.34,-0.02,-0.17,0.13,0.17,-0.99,-0.57,-0.63,-0.21,-0.27,0
SKG6,biological process unknown,molecular function unknown,YHR149C,-0.94,-0.75,-0.59,-0.45,-0.1,-0.05,0.34,0.36,-0.13,-0.13,0.1,0.17,0.02,0.28,0.49,0.52,0.7,0.58,-0.13,-0.35,-0.07,-0.06,-0.05,-0.02,-0.6,-0.31,-0.16,-0.15,0.01,-0.04,-0.97,-0.32,-0.07,-0.25,-0.07,0.19
PFK27,"fructose 2,6-bisphosphate metabolism*",6-phosphofructo-2-kinase activity,YOL136C,-2.01,-2.54,-2.41,-1.92,-0.63,0.04,0.27,0.54,0.42,0.18,0.06,0.24,1.38,1.54,1.71,1.85,1.97,1.92,-0.81,-0.39,-0.38,-0.2,-0.42,-0.17,-1.08,-0.35,0.02,-0.02,-0.15,-0.39,-2.52,-0.24,-0.29,-0.63,-0.09,0.11
RTT107,double-strand break repair*,molecular function unknown,YHR154W,-0.84,-0.88,-0.87,-0.79,-0.29,-0.15,0.24,0.21,0.33,0.56,0.65,0.14,0.53,0.8,1.01,1.18,1.09,1.05,-0.18,0,0.27,0.11,0.19,0.01,-0.86,-0.29,-0.07,-0.16,0.02,-0.11,-1.5,-0.5,-0.01,-0.06,0.15,-0.04
DUN1,protein amino acid phosphorylation*,protein kinase activity,YDL101C,-0.97,-1,-0.85,-0.77,-0.34,-0.26,-0.61,-0.56,-0.25,0.39,0.27,-0.23,0.2,0.35,0.6,0.65,0.77,0.41,-0.3,-0.32,0.25,0.18,0.3,0.04,-0.88,-0.4,0.01,0.06,-0.07,0.06,-1.65,-0.42,-0.09,0.11,-0.01,-0.28
,biological process unknown,molecular function unknown,YPL267W,-1.14,-0.89,-1.04,-1.01,-0.53,-0.5,-0.75,-0.71,-0.05,0.39,0.4,-0.07,0.41,0.36,0.74,0.66,0.9,0.69,-0.14,-0.28,-0.03,0.07,0.04,-0.06,-0.81,-0.68,-0.31,-0.15,-0.24,-0.22,-1.1,-0.58,-0.06,-0.11,-0.15,-0.25
HLR1,cell wall organization and biogenesis,molecular function unknown,YDR528W,-1.22,-0.94,-0.75,-0.75,-0.25,-0.32,-0.19,0.02,0.09,-0.02,0.12,0.18,0.4,0.49,0.37,0.57,0.55,0.74,-0.63,-0.37,-0.25,-0.2,-0.22,-0.13,-0.89,-0.7,-0.22,-0.19,-0.13,-0.2,-1.01,-0.61,-0.1,-0.29,0.01,0.04
ALG2,oligosaccharide-lipid intermediate assembly,glycolipid mannosyltransferase activity,YGL065C,-0.71,-0.63,-0.67,-0.65,-0.42,-0.33,-0.57,-0.59,-0.12,-0.11,-0.01,-0.02,0.53,0.52,0.66,0.69,0.72,0.77,-0.82,-0.38,-0.17,-0.24,-0.29,-0.16,-0.52,-0.65,-0.34,-0.3,-0.21,-0.25,-0.76,-0.71,-0.56,-0.4,-0.22,-0.14
PAN2,postreplication repair*,poly(A)-specific ribonuclease activity,YGL094C,-0.58,-0.41,-0.37,-0.29,-0.27,-0.22,-0.28,-0.21,0.28,0,0.18,-0.04,0.12,0.22,0.21,0.31,0.18,0.28,-0.44,-0.07,-0.02,0,-0.06,0,-0.27,-0.36,-0.24,-0.25,-0.13,-0.08,-0.28,-0.32,-0.22,-0.26,-0.21,-0.13
,biological process unknown,molecular function unknown,YLR455W,-0.7,-0.57,-0.77,-0.52,-0.28,-0.25,-0.08,-0.19,0.41,0.27,0.12,-0.02,0.12,0.26,0.54,0.7,0.68,0.2,-0.23,-0.13,-0.18,-0.1,-0.07,-0.14,-0.65,-0.36,-0.19,-0.3,-0.27,-0.17,-0.5,-0.55,-0.32,-0.22,-0.34,-0.2
YCS4,mitotic sister chromatid segregation*,molecular function unknown,YLR272C,-0.74,-0.53,-0.64,-0.67,-0.24,-0.17,-0.19,-0.07,0.32,0.19,0.24,0.02,0.51,0.6,0.64,0.74,0.65,0.64,0.18,-0.08,0.07,0.12,0.06,0,-0.48,-0.53,-0.18,-0.2,-0.1,0.09,-0.45,-0.42,-0.35,-0.21,-0.28,-0.11
BNI4,chitin biosynthesis*,protein binding,YNL233W,-0.79,-0.49,-0.61,-0.37,-0.29,-0.4,0.2,-0.04,0.1,-0.4,0.07,-0.08,0.21,0.56,0.43,0.66,0.64,0.63,0.09,-0.08,-0.02,0.01,-0.1,-0.11,-0.42,-0.47,-0.26,-0.3,-0.12,0.04,-0.3,-0.55,-0.32,-0.31,-0.22,-0.13
PLM2,G1/S-specific transcription in mitotic cell cycle,transcription factor activity,YDR501W,-1.27,-1.13,-0.94,-1.06,-0.31,-0.01,0.29,0.44,0.02,0.23,0.27,0.26,-0.48,0.17,0.96,0.97,0.92,0.67,NA,-0.67,-0.06,-0.24,-0.02,-0.5,-1.16,-0.73,0.01,0.14,-0.24,-0.15,NA,-1.04,-0.77,-0.23,-0.29,-0.21
RNR1,DNA replication,ribonucleoside-diphosphate reductase activity,YER070W,-1.17,-1.25,-0.8,-0.17,0.13,0.08,0.04,0.45,-0.21,0.31,0.14,0.23,-0.15,0.37,0.6,0.71,0.85,1.05,-1.25,-0.71,-0.68,-0.25,-0.27,-0.14,-0.82,-0.61,0.18,0.17,0.05,-0.03,-1.4,-0.76,-0.23,-0.34,-0.04,0.08
TOS2,budding cell bud growth,molecular function unknown,YGR221C,-1,-1.02,-0.74,-0.72,0.14,-0.08,-0.13,0.03,-0.26,-0.2,0.21,0.43,0.11,0.22,0.32,0.61,0.93,0.36,NA,-0.5,-0.56,-0.49,-0.45,-0.06,-0.78,-0.58,-0.1,-0.11,0.02,-0.03,NA,-0.8,-0.35,-0.41,-0.07,0.17
POL1,DNA replication initiation*,alpha DNA polymerase activity,YNL102W,-0.96,-0.58,-0.44,-0.17,0.18,0.12,0.15,0.03,-0.36,-0.22,0.01,0.1,0.26,0.38,0.47,0.49,0.44,0.38,-0.47,-0.2,0,-0.11,-0.16,-0.03,-0.35,-0.51,0.18,0.09,0.04,0.01,-0.85,-0.73,-0.22,-0.17,-0.24,-0.28
,biological process unknown,molecular function unknown,YOL007C,-1.23,-0.97,-1.02,-0.58,-0.29,-0.23,-0.43,-0.46,-0.7,-0.73,-0.18,0.1,-0.45,0.13,0.4,0.58,0.58,0.76,-0.26,-0.19,0.26,0,-0.11,-0.11,-0.96,-1.04,-0.47,-0.54,-0.21,-0.31,-0.95,-0.09,0.16,-0.42,0.1,0.03
FAT1,lipid transport*,long-chain-fatty-acid-CoA ligase activity*,YBR041W,-0.85,-0.85,-0.57,-0.15,-0.1,-0.07,-0.34,-0.21,0.09,-0.22,0.13,0.26,-0.17,0.14,0.13,0.54,0.28,0.61,-0.43,-0.23,-0.15,-0.05,-0.12,0.26,-0.27,-0.17,-0.28,-0.2,0.02,-0.02,-0.4,0.41,0.17,-0.22,0.33,0.4
PIS1,cell cycle*,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,YPR113W,-1.48,-1.36,-1.31,-0.99,-0.32,-0.36,-0.94,-0.1,-0.12,0.11,-0.04,-0.25,0.42,0.53,0.73,0.99,0.54,0.59,-0.34,-0.4,-0.41,-0.11,-0.23,0.03,-0.66,-0.31,-0.09,0.09,0.2,-0.04,-0.1,0.07,0.18,0.11,0.45,0.26
ECM3,cell wall organization and biogenesis,ATPase activity,YOR092W,-1.02,-1.19,-0.79,-0.56,-0.31,-0.32,-0.48,-0.26,-0.6,-0.59,-0.56,-0.27,0.22,0.22,0.1,0.56,0.31,0.4,-1.11,-0.28,-0.63,-0.07,-0.19,0.16,-0.44,-0.28,-0.09,0.04,-0.06,0.03,-0.54,0.01,0.25,0.09,0.54,0.44
,biological process unknown,molecular function unknown,YDL046W,-0.21,-0.46,-0.33,-0.14,-0.37,-0.45,0,0.25,-0.53,-0.31,-0.48,-0.09,-0.11,-0.12,-0.05,0.37,0.2,0.21,-0.61,0.12,-0.21,-0.04,-0.47,-0.01,-1.1,-0.68,-0.28,-0.17,-0.02,-0.34,-1.03,-0.37,-0.43,-0.54,-0.04,0.06
,biological process unknown,molecular function unknown,YNL321W,-0.37,-0.48,-0.46,-0.14,-0.21,-0.35,0.39,0.59,-0.36,-0.09,-0.46,-0.04,-0.12,-0.1,0.1,0.52,0.26,0.22,-0.9,0.15,-0.29,-0.14,-0.42,0.01,-0.82,-0.78,-0.44,-0.37,-0.22,-0.22,-1.64,-0.17,-0.27,-0.41,0.01,0.02
MSC7,meiotic recombination,molecular function unknown,YHR039C,-0.56,-0.59,-0.4,-0.29,-0.28,-0.22,0.08,0.07,0.24,0.07,0.11,0.16,0.46,0.42,0.27,0.46,0.18,0.2,-1.16,-0.5,-0.5,-0.25,-0.41,-0.24,-0.66,-0.4,-0.31,-0.18,-0.15,-0.17,-1.63,-0.33,-0.15,-0.3,0,0.17
,biological process unknown,molecular function unknown,YKR027W,-0.56,-0.34,-0.3,-0.19,-0.11,-0.21,-0.3,-0.37,-0.07,-0.02,-0.21,0.13,0.08,0.04,-0.08,0.04,0.24,0.32,-0.2,-0.27,-0.02,-0.12,-0.04,-0.11,-0.26,0.03,0.02,0.12,0.13,0.1,-0.76,-0.25,-0.18,-0.06,0.05,0.1
ERG24,ergosterol biosynthesis,delta14-sterol reductase activity,YNL280C,-0.61,-0.89,-0.46,-0.32,-0.23,-0.12,-0.38,-0.17,-0.2,-0.04,0.13,0.26,0.36,0.04,0.05,0.13,0.18,0.49,-0.39,-0.48,-0.26,-0.02,-0.16,0.01,-0.91,-0.46,-0.27,0.09,0.32,0.19,-1.97,-0.82,-0.48,-0.27,-0.02,0.28
GCN1,regulation of translational elongation,molecular function unknown,YGL195W,-0.61,-0.56,-0.29,-0.1,0.15,0.19,-0.15,-0.21,-0.46,-0.34,-0.24,0.32,-0.37,-0.2,-0.08,0.17,0.15,0.29,-0.27,-0.25,-0.01,-0.07,-0.16,0.15,-0.18,-0.08,0.01,0.12,0.35,0.03,-1.45,-0.52,-0.22,-0.35,0.06,0.36
NAM7,mRNA catabolism*,ATP-dependent RNA helicase activity*,YMR080C,-0.25,-0.06,-0.16,-0.04,-0.08,-0.11,0.01,0.05,0.17,0,-0.06,0.08,-0.23,-0.07,-0.15,0.01,0.07,0.18,-0.17,0.23,0.19,-0.05,0.04,0.01,-0.26,-0.14,-0.07,-0.19,-0.04,-0.14,-0.94,-0.22,-0.18,-0.21,-0.08,-0.11
EMP70,transport,transporter activity,YLR083C,-0.41,-0.19,-0.52,-0.28,-0.17,-0.12,-0.09,0.26,0.11,0.04,0.02,0.04,-0.54,-0.39,-0.22,-0.13,-0.17,0.09,-0.32,0.13,0.04,-0.01,-0.14,0.12,-0.55,-0.36,-0.37,-0.18,-0.14,-0.08,-1.28,-0.34,-0.29,-0.18,-0.05,0.18
,biological process unknown,molecular function unknown,YMR221C,-0.72,-0.83,-0.59,-0.55,-0.36,-0.4,-0.16,0.2,0.43,0.5,0.56,0.52,-0.45,-0.52,-0.43,0.03,-0.12,0.11,-0.49,-0.03,-0.04,-0.03,-0.3,0.06,-1.02,-0.53,-0.42,-0.14,0.05,-0.2,-2.07,-0.76,-0.32,-0.33,0.02,0.15
RSC3,"regulation of transcription, DNA-dependent*",DNA binding,YDR303C,-0.64,-0.48,-0.1,-0.2,-0.15,-0.16,-0.1,-0.13,0.32,0.35,0.41,0.19,0.07,0.07,0.05,0.2,0.09,0.2,-0.56,0.15,0.04,0.05,0.09,0.04,-0.6,-0.23,-0.06,-0.03,0.05,-0.14,-1.04,-0.37,-0.09,-0.12,0.09,-0.01
SWE1,G2/M transition of mitotic cell cycle*,protein kinase activity,YJL187C,-1.16,-0.8,-0.65,-0.29,0.03,0,0.42,0.32,-0.37,0.32,0.36,0.33,-0.69,-0.25,0.2,0.06,0.37,0.36,-0.42,-0.09,0.32,0.1,0.33,0.24,-0.94,-0.62,0.01,0,-0.11,0.1,-1.61,-0.4,0.03,0.12,0.04,0.03
GAS3,biological process unknown,"1,3-beta-glucanosyltransferase activity",YMR215W,-1.31,-1.49,-0.67,-0.36,-0.1,-0.11,-0.24,0.31,0.12,0.3,0.35,0.45,-0.54,-0.27,-0.08,0.34,0.4,0.58,-1.13,-0.26,-0.13,0.26,-0.06,0.2,-1.19,-0.74,-0.12,0.24,0.21,0.15,-1.54,-0.61,-0.49,-0.24,0.23,0.44
GIC1,establishment of cell polarity (sensu Fungi)*,small GTPase regulator activity,YHR061C,-0.87,-0.68,-0.56,-0.26,0.16,-0.04,-0.09,0.18,-0.08,0.07,0.07,0.28,-0.72,-0.39,-0.21,0.26,0.3,0.37,-1.46,0.07,-0.09,0.05,-0.13,0.33,-0.87,-0.3,0.26,0.3,0.25,-0.03,-1.12,-0.33,-0.06,-0.16,0.09,0.28
HSD1,biological process unknown,molecular function unknown,YOR311C,-0.38,-0.46,-0.45,-0.13,-0.26,-0.07,-0.67,-0.29,-0.01,0.15,-0.06,0.06,-0.5,-0.5,-0.33,0,0,0.17,-0.91,-0.18,-0.09,0.15,0.05,0.25,-0.35,0.04,-0.16,0.07,-0.01,0.01,-0.96,0.02,0.03,-0.13,0.32,0.27
,biological process unknown,molecular function unknown,YBR187W,-0.94,-1.03,-0.88,-0.39,-0.25,-0.22,-0.77,-0.09,-0.17,-0.06,-0.08,0.01,-0.6,-0.64,-0.37,-0.15,-0.27,0.02,-1.41,-0.19,-0.25,0.12,-0.04,0.35,-0.82,-0.48,-0.68,-0.35,-0.07,-0.07,-1.22,-0.49,-0.02,-0.35,0.22,0.24
KAP122,protein-nucleus import*,protein carrier activity,YGL016W,-0.73,-0.49,-0.55,-0.24,-0.12,0,-0.48,0.02,-0.22,0.32,0.11,0.14,-0.74,-0.65,-0.35,-0.27,-0.17,0.2,NA,-0.2,0.46,0.17,0.22,0.27,-0.8,-0.24,-0.21,-0.27,-0.12,0.09,NA,-0.29,-0.17,-0.33,0.06,0.27
VAC17,vacuole inheritance,receptor activity,YCL063W,-0.71,-0.61,-0.48,-0.26,0.05,-0.03,-0.39,-0.02,0.32,0.25,0.47,0.34,-0.56,-0.31,-0.07,0.07,0.09,0.16,-0.49,0.06,0.57,-0.32,0.29,0.39,-0.93,-0.19,0.06,0.03,0.07,0.01,-1.21,0.24,0.28,-0.26,0.16,0.32
SCC2,mitotic sister chromatid cohesion*,protein kinase activity,YDR180W,-0.35,-0.5,0.08,-0.15,0.03,0.06,0,0.07,0.31,0.34,0.13,0.27,-0.08,-0.15,-0.14,0.11,0.04,0.2,-0.09,0.17,0.27,0.17,0.11,0.28,-0.49,-0.21,-0.29,-0.13,-0.14,0.05,-0.87,-0.31,-0.03,-0.06,0.08,0.07
APA1,nucleotide metabolism,bis(5'-nucleosyl)-tetraphosphatase activity,YCL050C,-0.25,-0.66,-0.35,-0.37,-0.1,0.05,-0.34,-0.13,-0.05,-0.11,0.05,0.3,-0.03,-0.09,-0.1,-0.01,0.27,0.63,0.18,-0.21,0.33,0.12,0.03,0.02,-0.36,-0.17,0.02,0.01,0,0.11,-0.74,-0.08,-0.24,-0.16,0.2,0.01
SEC12,ER to Golgi transport*,guanyl-nucleotide exchange factor activity,YNR026C,-0.37,-0.43,-0.28,-0.06,-0.09,-0.17,0.1,-0.03,-0.13,-0.09,0.07,0.05,-0.09,0.02,0.1,0.09,0.21,0.24,-0.21,-0.55,-0.15,-0.23,-0.13,-0.19,-0.41,0.01,0.01,0,-0.03,0.35,-1,0.12,-0.05,0.03,0.08,0.04
THS1,protein biosynthesis,threonine-tRNA ligase activity,YIL078W,-0.28,-0.4,-0.11,-0.12,-0.12,-0.07,-0.05,-0.41,-0.48,-0.05,-0.03,-0.1,0.01,0.32,0.34,0.01,0.46,0.46,-0.4,-0.78,-0.23,-0.34,-0.19,-0.41,-0.1,0.19,0.03,-0.03,-0.07,-0.01,-1.44,-0.14,-0.04,-0.03,-0.24,-0.26
GRS1,glycyl-tRNA aminoacylation*,glycine-tRNA ligase activity,YBR121C,-0.44,-0.28,-0.08,-0.06,0.03,0.14,-0.5,-0.39,-0.1,0.14,0.26,0.15,0.11,0.18,0.23,0.26,0.26,0.19,-0.69,-0.52,-0.1,-0.18,-0.06,-0.21,-0.14,0.3,0.09,-0.1,0.08,0.07,-1.1,-0.33,-0.1,-0.16,-0.05,-0.06
RVB1,regulation of transcription from RNA polymerase II promoter*,ATPase activity,YDR190C,-0.62,-0.55,-0.05,-0.1,0.05,-0.06,-0.37,-0.34,-0.3,0.2,0.14,-0.01,0.23,0.26,0.41,0.13,0.38,0.12,-0.2,-0.35,0.07,-0.05,0.1,-0.02,-0.24,-0.07,0.24,0.15,0.18,0.26,-0.67,-0.2,0.04,0.3,0.12,0.1
PDR16,response to drug*,phosphatidylinositol transporter activity,YNL231C,-1.1,-0.64,-0.79,-0.49,-0.22,0.04,-0.76,-0.64,-0.46,-0.03,-0.1,-0.04,0.49,0.46,0.3,0.15,0.26,0.3,-0.52,-0.53,-0.33,-0.26,-0.09,-0.24,0.05,0.34,0.56,0.52,0.43,0.22,-1.06,-0.36,0.18,0.01,0.07,0
GCD6,translational initiation,translation initiation factor activity*,YDR211W,-0.37,-0.47,-0.3,-0.26,-0.33,-0.24,-0.3,-0.46,-0.25,-0.11,0.04,-0.1,0.19,0.24,0.04,-0.09,0.08,-0.07,0.03,-0.18,0.05,-0.15,0.01,-0.15,-0.15,0.08,0.11,-0.03,0.07,-0.11,-0.86,-0.08,0.11,0.01,0,-0.02
TCB3,biological process unknown,lipid binding,YML072C,-1.16,-0.6,-0.22,-0.21,-0.51,-0.61,-0.63,-0.47,-0.07,-0.19,-0.04,-0.37,-0.15,-0.22,0.41,0.68,0.43,0.23,-0.92,0.02,0.12,0.34,0.22,0.33,-0.77,-0.42,-0.17,-0.34,-0.14,-0.32,-0.91,0.21,-0.07,-0.24,-0.03,0.04
,biological process unknown,molecular function unknown,YMR247C,-0.2,-0.07,-0.21,-0.16,-0.22,-0.14,-0.3,-0.4,0.1,0.01,-0.14,-0.18,-0.05,-0.04,-0.05,0.07,0.09,0.03,-0.41,-0.13,0.01,-0.04,0,0.02,-0.1,0.01,-0.1,-0.08,-0.08,-0.1,-0.25,0.08,0,0.01,0.09,0.02
